"eext__Created_on__c","eext__Last_login__c","eext__License__c","eext__Permission_set_licenses__c","eext__Profile__c","eext__Status__c","eext__Time_zone__c","eext__User_organization__r.eext__ExternalId__c","eext__X1_day_activity__c","eext__X1_day_login_count__c","eext__X1_month_activity__c","eext__X1_month_login_count__c","eext__X1_quarter_login_count__c","eext__X1_week_activity__c","eext__X1_week_login_count__c","eext__X2_week_activity__c","eext__X2_weeks_login_count__c","eext__X3_day_activity__c","eext__X3_day_login_count__c"
"2022-11-17","2024-06-14","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2019-06-05","2024-08-05","Salesforce","","Especialista","Active","","a0o7Q000007vh0BQAQ","Low activity","1","High activity","28","","Medium activity","8","Medium activity","11","Low activity","1"
"2021-10-04","2024-08-05","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","Medium activity","2","High activity","28","","Medium activity","7","Medium activity","14","Low activity","2"
"2022-11-17","2024-08-02","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","No activity","0","High activity","35","","High activity","11","High activity","17","No activity","0"
"2023-07-11","2024-08-05","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","Low activity","1","Medium activity","18","","Medium activity","8","High activity","18","Low activity","1"
"2023-05-24","2024-08-05","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","Low activity","1","High activity","25","","Medium activity","10","High activity","17","Low activity","1"
"2019-06-05","2024-08-06","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","Medium activity","2","High activity","41","","Medium activity","7","High activity","20","Low activity","2"
"2022-11-17","2024-08-06","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","Medium activity","2","High activity","45","","High activity","13","High activity","26","Low activity","2"
"2022-11-17","2024-07-12","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","No activity","0","Low activity","1","","No activity","0","No activity","0","No activity","0"
"2023-03-03","2024-08-05","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","Medium activity","2","Medium activity","21","","Low activity","3","Medium activity","9","Low activity","2"
"2021-12-15","2024-08-05","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","Low activity","1","High activity","35","","Medium activity","9","Medium activity","15","Low activity","1"
"2024-06-20","2024-08-05","Salesforce","","Analista","Active","","a0o7Q000007vh0BQAQ","Low activity","1","High activity","24","","Medium activity","5","Medium activity","11","Low activity","1"
"2023-11-20","2024-07-25","Salesforce","","ARCE Sanction","Active","","a0o7Q000007vh0BQAQ","No activity","0","Low activity","3","","No activity","0","Low activity","3","No activity","0"
"2023-09-20","2024-08-05","Salesforce","","ARCE Sanction","Active","","a0o7Q000007vh0BQAQ","Medium activity","2","Medium activity","17","","Medium activity","9","High activity","17","Low activity","2"
"2022-11-17","2024-08-05","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","Low activity","1","High activity","52","","High activity","12","High activity","23","Low activity","1"
"2022-11-17","2024-08-01","Salesforce","","Especialista","Active","","a0o7Q000007vh0BQAQ","No activity","0","Low activity","8","","Low activity","1","Low activity","2","No activity","0"
"2019-06-05","2024-08-02","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","No activity","0","High activity","32","","Medium activity","8","Medium activity","14","No activity","0"
"2022-11-17","2024-08-05","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","Low activity","1","Medium activity","19","","Low activity","4","Medium activity","10","Low activity","1"
"2022-11-17","2024-08-05","Salesforce","","Especialista","Active","","a0o7Q000007vh0BQAQ","Low activity","1","High activity","31","","Medium activity","7","Medium activity","15","Low activity","1"
"2024-07-25","2024-08-05","Salesforce","","Especialista","Active","","a0o7Q000007vh0BQAQ","Medium activity","2","Low activity","6","","Low activity","4","Low activity","6","Low activity","2"
"2024-06-12","2024-07-31","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","No activity","0","Low activity","4","","Low activity","1","Low activity","4","No activity","0"
"2023-11-20","2024-03-11","Salesforce","","ARCE Sanction","Asleep","","a0o7Q000007vh0BQAQ","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2019-06-05","2024-08-06","Salesforce","","Especialista","Active","","a0o7Q000007vh0BQAQ","Medium activity","2","High activity","32","","Medium activity","7","Medium activity","15","Low activity","2"
"2024-05-08","2024-07-09","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","No activity","0","Low activity","3","","No activity","0","No activity","0","No activity","0"
"2022-11-17","2024-08-05","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","Medium activity","2","High activity","42","","Medium activity","7","High activity","17","Low activity","2"
"2024-03-07","2024-08-05","Salesforce","","ARCE Sanction","Active","","a0o7Q000007vh0BQAQ","High activity","4","High activity","61","","High activity","16","High activity","27","Medium activity","4"
"2019-06-05","2024-08-05","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","Low activity","1","Medium activity","15","","Low activity","4","Medium activity","12","Low activity","1"
"2024-02-02","2024-08-05","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","High activity","4","High activity","57","","High activity","14","High activity","32","Medium activity","4"
"2023-11-22","2024-08-06","Salesforce","","ARCE Sanction","Active","","a0o7Q000007vh0BQAQ","Medium activity","2","High activity","47","","Medium activity","8","High activity","18","Low activity","2"
"2022-05-23","2024-08-05","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","Medium activity","2","High activity","49","","High activity","14","High activity","25","Low activity","2"
"2022-11-17","2024-08-05","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","Low activity","1","High activity","32","","Medium activity","7","Medium activity","13","Low activity","1"
"2023-11-21","2024-08-05","Salesforce","","Especialista","Active","","a0o7Q000007vh0BQAQ","Medium activity","3","High activity","37","","Medium activity","8","Medium activity","16","Medium activity","3"
"2023-11-16","","Salesforce","","ARCE Sanction","Never logged in","","a0o7Q000007vh0BQAQ","","","","","","","","","","",""
"2023-09-20","2024-08-05","Salesforce","","ARCE Sanction","Active","","a0o7Q000007vh0BQAQ","Low activity","1","High activity","24","","Medium activity","5","Medium activity","13","Low activity","1"
"2022-09-02","2024-08-05","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","Medium activity","2","High activity","34","","Medium activity","9","High activity","17","Low activity","2"
"2024-07-31","2024-08-05","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","Medium activity","3","Low activity","5","","Medium activity","5","Low activity","5","Medium activity","3"
"2022-11-17","2024-08-02","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","No activity","0","High activity","32","","Medium activity","8","Medium activity","15","No activity","0"
"2024-03-21","2024-08-05","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","Medium activity","3","High activity","60","","High activity","12","High activity","29","Medium activity","3"
"2023-07-11","2024-08-05","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","Medium activity","2","High activity","25","","Medium activity","7","Medium activity","11","Low activity","2"
"2023-11-16","2024-07-12","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","No activity","0","Medium activity","10","","No activity","0","No activity","0","No activity","0"
"2022-11-17","2024-08-06","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","Low activity","1","Medium activity","19","","Low activity","4","Medium activity","11","Low activity","1"
"2024-06-05","2024-08-05","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","Medium activity","2","High activity","41","","High activity","11","High activity","22","Low activity","2"
"2021-12-27","2024-07-15","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","No activity","0","Low activity","8","","No activity","0","No activity","0","No activity","0"
"2023-03-07","2024-07-19","Salesforce","","Especialista","Active","","a0o7Q000007vh0BQAQ","No activity","0","Medium activity","16","","No activity","0","No activity","0","No activity","0"
"2022-11-17","2024-08-05","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","Low activity","1","Medium activity","15","","Low activity","1","Low activity","6","Low activity","1"
"2022-11-17","2024-08-05","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","Medium activity","3","High activity","51","","High activity","14","High activity","30","Medium activity","3"
"2021-09-24","2024-04-22","Salesforce","","Gerente","Asleep","","a0o7Q000007vh0BQAQ","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2024-04-12","2024-08-05","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","Low activity","1","High activity","26","","Low activity","2","Low activity","5","Low activity","1"
"2023-11-20","2024-08-01","Salesforce","","ARCE Sanction","Active","","a0o7Q000007vh0BQAQ","No activity","0","Low activity","6","","Low activity","4","Low activity","6","No activity","0"
"2022-11-17","2024-08-05","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","Medium activity","3","High activity","39","","High activity","12","High activity","21","Medium activity","3"
"2022-11-17","2024-08-05","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","Medium activity","2","High activity","70","","High activity","14","High activity","33","Low activity","2"
"2022-11-17","2024-08-05","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","High activity","4","High activity","62","","High activity","15","High activity","33","Medium activity","4"
"2022-11-17","2024-08-05","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","Medium activity","2","High activity","29","","Low activity","4","Medium activity","13","Medium activity","3"
"2023-09-21","2024-08-05","Salesforce","","ARCE Sanction","Active","","a0o7Q000007vh0BQAQ","Medium activity","2","High activity","31","","Medium activity","8","Medium activity","12","Low activity","2"
"2022-11-17","2024-08-05","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","High activity","4","High activity","34","","Medium activity","9","Medium activity","16","Medium activity","4"
"2022-11-17","2024-08-06","Salesforce","","Especialista","Active","","a0o7Q000007vh0BQAQ","Medium activity","2","High activity","29","","Medium activity","8","Medium activity","15","Low activity","2"
"2023-09-20","2024-07-31","Salesforce","","ARCE Sanction","Active","","a0o7Q000007vh0BQAQ","No activity","0","Medium activity","17","","Low activity","4","Medium activity","8","No activity","0"
"2023-08-09","2024-08-06","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","High activity","4","High activity","52","","High activity","11","High activity","23","Medium activity","4"
"2023-04-26","2024-08-01","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","No activity","0","Low activity","1","","Low activity","1","Low activity","1","No activity","0"
"2022-11-17","2024-07-30","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","No activity","0","Medium activity","15","","Low activity","1","Medium activity","7","No activity","0"
"2022-11-17","2024-08-05","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","Medium activity","2","High activity","36","","Medium activity","9","High activity","18","Low activity","2"
"2023-11-17","","Salesforce","","ARCE Sanction","Never logged in","","a0o7Q000007vh0BQAQ","","","","","","","","","","",""
"2023-01-11","2024-08-06","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","High activity","4","Medium activity","22","","High activity","12","High activity","22","Medium activity","4"
"2023-11-22","2024-08-05","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","High activity","4","High activity","35","","High activity","11","High activity","20","Medium activity","4"
"2019-06-05","2024-05-09","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2019-06-05","2024-08-06","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","Medium activity","2","Medium activity","20","","Medium activity","8","High activity","19","Low activity","2"
"2022-11-17","2024-08-02","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","No activity","0","Medium activity","21","","Medium activity","5","Medium activity","13","No activity","0"
"2022-11-17","2024-07-31","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","No activity","0","Medium activity","16","","Low activity","2","Low activity","4","No activity","0"
"2022-11-17","2024-08-02","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","No activity","0","High activity","58","","High activity","12","High activity","31","No activity","0"
"2022-10-06","2024-08-05","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","Medium activity","2","High activity","30","","Medium activity","8","Medium activity","13","Low activity","2"
"2022-11-17","2024-08-05","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","Medium activity","3","High activity","63","","High activity","15","High activity","34","Medium activity","4"
"2022-11-17","2024-08-06","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","High activity","4","High activity","48","","High activity","13","High activity","24","Medium activity","4"
"2022-12-05","2024-08-05","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","Medium activity","2","Medium activity","15","","Medium activity","9","Medium activity","15","Low activity","2"
"2022-11-17","2024-08-05","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","Medium activity","2","High activity","52","","High activity","12","High activity","23","Low activity","2"
"2020-07-01","2024-06-27","Salesforce","","ContinuousIntegration","Active","","a0o7Q000007vh0BQAQ","No activity","","No activity","","","No activity","","No activity","","No activity",""
"2021-10-05","2024-07-30","Salesforce","","Gerente","Active","","a0o7Q000007vh0BQAQ","No activity","0","Medium activity","21","","Low activity","1","Low activity","6","No activity","0"
